experiment	item	condition	conditionlabel	tasklabel	content	word	text	lab	woi	design	record	session	instructions	participant	playlist	experimentTrial	sessionTrial	recordedFile	trialDuration	date	trialStart	trialEnd	
slower2x	4	1	s2	dfd  	p_u             	APUDE                                                                                       	APUDE. PLEASE SAY APUDE AGAIN.                                                              	APUDE. PLEASE SAY APUDE AGAIN.                                                              	APUDE. PLEASE SAY APUDE AGAIN.                                                              	Fixed	y	1	instructions_s2.txt	2	1	11	11	slower2x_2_4_1.wav	6.2885	07-May-2018	17:37:08	17:37:14	
slower2x	46	1	s2	dfd  	l_a             	ALOD                                                                                        	ALOD. PLEASE SAY ALOD AGAIN.                                                                	ALOD. PLEASE SAY ALOD AGAIN.                                                                	ALOD. PLEASE SAY ALOD AGAIN.                                                                	Fixed	y	1	instructions_s2.txt	2	1	12	12	slower2x_2_46_1.wav	6.4602	07-May-2018	17:37:14	17:37:21	
slower2x	23	1	s2	dfd  	g_a             	AGOD                                                                                        	AGOD. PLEASE SAY AGOD AGAIN.                                                                	AGOD. PLEASE SAY AGOD AGAIN.                                                                	AGOD. PLEASE SAY AGOD AGAIN.                                                                	Fixed	y	1	instructions_s2.txt	2	1	13	13	slower2x_2_23_1.wav	6.0804	07-May-2018	17:37:21	17:37:27	
slower2x	40	1	s2	dfd  	dh_a            	ATHODD                                                                                      	ATHODD. PLEASE SAY ATHODD AGAIN.                                                            	ATHODD. PLEASE SAY ATHODD AGAIN.                                                            	ATHODD. PLEASE SAY ATHODD AGAIN.                                                            	Fixed	y	1	instructions_s2.txt	2	1	14	14	slower2x_2_40_1.wav	6.3072	07-May-2018	17:37:27	17:37:33	
slower2x	12	1	s2	dfd  	t_u             	ATUDE                                                                                       	ATUDE. PLEASE SAY ATUDE AGAIN.                                                              	ATUDE. PLEASE SAY ATUDE AGAIN.                                                              	ATUDE. PLEASE SAY ATUDE AGAIN.                                                              	Fixed	y	1	instructions_s2.txt	2	1	15	15	slower2x_2_12_1.wav	8.7129	07-May-2018	17:37:34	17:37:42	
slower2x	47	1	s2	dfd  	r_a             	AROD                                                                                        	AROD. PLEASE SAY AROD AGAIN.                                                                	AROD. PLEASE SAY AROD AGAIN.                                                                	AROD. PLEASE SAY AROD AGAIN.                                                                	Fixed	y	1	instructions_s2.txt	2	1	16	16	slower2x_2_47_1.wav	6.5175	07-May-2018	17:37:43	17:37:49	
slower2x	1	1	s2	dfd  	p_i             	APEED                                                                                       	APEED. PLEASE SAY APEED AGAIN.                                                              	APEED. PLEASE SAY APEED AGAIN.                                                              	APEED. PLEASE SAY APEED AGAIN.                                                              	Fixed	y	1	instructions_s2.txt	2	1	17	17	slower2x_2_1_1.wav	5.7969	07-May-2018	17:37:49	17:37:55	
slower2x	38	1	s2	dfd  	v_a             	AVOD                                                                                        	AVOD. PLEASE SAY AVOD AGAIN.                                                                	AVOD. PLEASE SAY AVOD AGAIN.                                                                	AVOD. PLEASE SAY AVOD AGAIN.                                                                	Fixed	y	1	instructions_s2.txt	2	1	18	18	slower2x_2_38_1.wav	5.8739	07-May-2018	17:37:55	17:38:01	
slower2x	9	1	s2	dfd  	t_i             	ATEED                                                                                       	ATEED. PLEASE SAY ATEED AGAIN.                                                              	ATEED. PLEASE SAY ATEED AGAIN.                                                              	ATEED. PLEASE SAY ATEED AGAIN.                                                              	Fixed	y	1	instructions_s2.txt	2	1	19	19	slower2x_2_9_1.wav	6.1676	07-May-2018	17:38:01	17:38:08	
slower2x	36	1	s2	dfd  	z_u             	AZUDE                                                                                       	AZUDE. PLEASE SAY AZUDE AGAIN.                                                              	AZUDE. PLEASE SAY AZUDE AGAIN.                                                              	AZUDE. PLEASE SAY AZUDE AGAIN.                                                              	Fixed	y	1	instructions_s2.txt	2	1	20	20	slower2x_2_36_1.wav	5.9783	07-May-2018	17:38:08	17:38:14	
slower2x	22	1	s2	dfd  	g_ae            	AGAD                                                                                        	AGAD. PLEASE SAY AGAD AGAIN.                                                                	AGAD. PLEASE SAY AGAD AGAIN.                                                                	AGAD. PLEASE SAY AGAD AGAIN.                                                                	Fixed	y	1	instructions_s2.txt	2	1	21	21	slower2x_2_22_1.wav	5.8272	07-May-2018	17:38:14	17:38:20	
slower2x	15	1	s2	dfd  	d_a             	ADOD                                                                                        	ADOD. PLEASE SAY ADOD AGAIN.                                                                	ADOD. PLEASE SAY ADOD AGAIN.                                                                	ADOD. PLEASE SAY ADOD AGAIN.                                                                	Fixed	y	1	instructions_s2.txt	2	1	22	22	slower2x_2_15_1.wav	5.9729	07-May-2018	17:38:21	17:38:27	
slower2x	3	1	s2	dfd  	p_a             	APOD                                                                                        	APOD. PLEASE SAY APOD AGAIN.                                                                	APOD. PLEASE SAY APOD AGAIN.                                                                	APOD. PLEASE SAY APOD AGAIN.                                                                	Fixed	y	1	instructions_s2.txt	2	1	23	23	slower2x_2_3_1.wav	6.3192	07-May-2018	17:38:27	17:38:33	
slower2x	45	1	s2	dfd  	n_a             	ANOD                                                                                        	ANOD. PLEASE SAY ANOD AGAIN.                                                                	ANOD. PLEASE SAY ANOD AGAIN.                                                                	ANOD. PLEASE SAY ANOD AGAIN.                                                                	Fixed	y	1	instructions_s2.txt	2	1	24	24	slower2x_2_45_1.wav	6.1594	07-May-2018	17:38:33	17:38:40	
slower2x	20	1	s2	dfd  	k_u             	AKUDE                                                                                       	AKUDE. PLEASE SAY AKUDE AGAIN.                                                              	AKUDE. PLEASE SAY AKUDE AGAIN.                                                              	AKUDE. PLEASE SAY AKUDE AGAIN.                                                              	Fixed	y	1	instructions_s2.txt	2	1	25	25	slower2x_2_20_1.wav	8.1567	07-May-2018	17:38:40	17:38:48	
slower2x	39	1	s2	dfd  	th_a            	ATHOD                                                                                       	ATHOD. PLEASE SAY ATHOD AGAIN.                                                              	ATHOD. PLEASE SAY ATHOD AGAIN.                                                              	ATHOD. PLEASE SAY ATHOD AGAIN.                                                              	Fixed	y	1	instructions_s2.txt	2	1	26	26	slower2x_2_39_1.wav	6.2914	07-May-2018	17:38:55	17:39:01	
slower2x	62	1	s2	probe	probe           	She saw Pattie buy two poppies                                                              	She saw Pattie buy two poppies                                                              	She saw Pattie buy two poppies                                                              	She saw Pattie buy two poppies                                                              	Fixed	y	1	instructions_s2.txt	2	1	27	27	slower2x_2_62_1.wav	6.7427	07-May-2018	17:39:01	17:39:08	
slower2x	56	1	s2	sit  	6 word sentence 	SIT SENTENCE4: 6 words                                                                      	6A. We hope to meet them again.                                                             	SIT SENTENCE4: 6 words                                                                      	SIT SENTENCE4: 6 words                                                                      	Fixed	y	1	instructions_s2.txt	2	1	28	28	slower2x_2_56_1.wav	9.0768	07-May-2018	17:39:08	17:39:17	
slower2x	57	1	s2	sit  	8 word sentence 	SIT SENTENCE5: 8 words                                                                      	8A. Their output was mostly in the second half.                                             	SIT SENTENCE5: 8 words                                                                      	SIT SENTENCE5: 8 words                                                                      	Fixed	y	1	instructions_s2.txt	2	1	29	29	slower2x_2_57_1.wav	10.237	07-May-2018	17:39:18	17:39:28	
slower2x	58	1	s2	sit  	10 word sentence	SIT SENTENCE6: 10 words                                                                     	"10A. I have to hide it, because I have young children."                                    	SIT SENTENCE6: 10 words                                                                     	SIT SENTENCE6: 10 words                                                                     	Fixed	y	1	instructions_s2.txt	2	1	30	30	slower2x_2_58_1.wav	9.3852	07-May-2018	17:39:28	17:39:38	
slower2x	51	1	s2	dfd  	h_ae            	AHAD                                                                                        	AHAD. PLEASE SAY AHAD AGAIN.                                                                	AHAD. PLEASE SAY AHAD AGAIN.                                                                	AHAD. PLEASE SAY AHAD AGAIN.                                                                	Fixed	y	1	instructions_s2.txt	2	1	31	31	slower2x_2_51_1.wav	6.2606	07-May-2018	17:39:50	17:39:57	
slower2x	34	1	s2	dfd  	z_ae            	AZAD                                                                                        	AZAD. PLEASE SAY AZAD AGAIN.                                                                	AZAD. PLEASE SAY AZAD AGAIN.                                                                	AZAD. PLEASE SAY AZAD AGAIN.                                                                	Fixed	y	1	instructions_s2.txt	2	1	32	32	slower2x_2_34_1.wav	5.8879	07-May-2018	17:39:57	17:40:03	
slower2x	50	1	s2	dfd  	h_i             	AHEED                                                                                       	AHEED. PLEASE SAY AHEED AGAIN.                                                              	AHEED. PLEASE SAY AHEED AGAIN.                                                              	AHEED. PLEASE SAY AHEED AGAIN.                                                              	Fixed	y	1	instructions_s2.txt	2	1	33	33	slower2x_2_50_1.wav	5.7376	07-May-2018	17:40:03	17:40:09	
slower2x	2	1	s2	dfd  	p_ae            	APAD                                                                                        	APAD. PLEASE SAY APAD AGAIN.                                                                	APAD. PLEASE SAY APAD AGAIN.                                                                	APAD. PLEASE SAY APAD AGAIN.                                                                	Fixed	y	1	instructions_s2.txt	2	1	34	34	slower2x_2_2_1.wav	6.0378	07-May-2018	17:40:10	17:40:16	
slower2x	13	1	s2	dfd  	d_i             	ADEED                                                                                       	ADEED. PLEASE SAY ADEED AGAIN.                                                              	ADEED. PLEASE SAY ADEED AGAIN.                                                              	ADEED. PLEASE SAY ADEED AGAIN.                                                              	Fixed	y	1	instructions_s2.txt	2	1	35	35	slower2x_2_13_1.wav	6.1822	07-May-2018	17:40:16	17:40:22	
slower2x	30	1	s2	dfd  	sh_ae           	ASHAD                                                                                       	ASHAD. PLEASE SAY ASHAD AGAIN.                                                              	ASHAD. PLEASE SAY ASHAD AGAIN.                                                              	ASHAD. PLEASE SAY ASHAD AGAIN.                                                              	Fixed	y	1	instructions_s2.txt	2	1	36	36	slower2x_2_30_1.wav	6.4618	07-May-2018	17:40:23	17:40:29	
slower2x	27	1	s2	dfd  	s_a             	ASOD                                                                                        	ASOD. PLEASE SAY ASOD AGAIN.                                                                	ASOD. PLEASE SAY ASOD AGAIN.                                                                	ASOD. PLEASE SAY ASOD AGAIN.                                                                	Fixed	y	1	instructions_s2.txt	2	1	37	37	slower2x_2_27_1.wav	6.1406	07-May-2018	17:40:29	17:40:36	
slower2x	19	1	s2	dfd  	k_a             	AKOD                                                                                        	AKOD. PLEASE SAY AKOD AGAIN.                                                                	AKOD. PLEASE SAY AKOD AGAIN.                                                                	AKOD. PLEASE SAY AKOD AGAIN.                                                                	Fixed	y	1	instructions_s2.txt	2	1	38	38	slower2x_2_19_1.wav	6.4664	07-May-2018	17:40:36	17:40:43	
slower2x	33	1	s2	dfd  	z_i             	AZEED                                                                                       	AZEED. PLEASE SAY AZEED AGAIN.                                                              	AZEED. PLEASE SAY AZEED AGAIN.                                                              	AZEED. PLEASE SAY AZEED AGAIN.                                                              	Fixed	y	1	instructions_s2.txt	2	1	39	39	slower2x_2_33_1.wav	7.1254	07-May-2018	17:40:43	17:40:50	
slower2x	35	1	s2	dfd  	z_a             	AZOD                                                                                        	AZOD. PLEASE SAY AZOD AGAIN.                                                                	AZOD. PLEASE SAY AZOD AGAIN.                                                                	AZOD. PLEASE SAY AZOD AGAIN.                                                                	Fixed	y	1	instructions_s2.txt	2	1	40	40	slower2x_2_35_1.wav	6.5421	07-May-2018	17:40:51	17:40:57	
slower2x	7	1	s2	dfd  	b_a             	ABOD                                                                                        	ABOD. PLEASE SAY ABOD AGAIN.                                                                	ABOD. PLEASE SAY ABOD AGAIN.                                                                	ABOD. PLEASE SAY ABOD AGAIN.                                                                	Fixed	y	1	instructions_s2.txt	2	1	41	41	slower2x_2_7_1.wav	6.1086	07-May-2018	17:40:58	17:41:04	
slower2x	6	1	s2	dfd  	b_ae            	ABAD                                                                                        	ABAD. PLEASE SAY ABAD AGAIN.                                                                	ABAD. PLEASE SAY ABAD AGAIN.                                                                	ABAD. PLEASE SAY ABAD AGAIN.                                                                	Fixed	y	1	instructions_s2.txt	2	1	42	42	slower2x_2_6_1.wav	6.1778	07-May-2018	17:41:04	17:41:10	
slower2x	43	1	s2	dfd  	dj_a            	AJOD                                                                                        	AJOD. PLEASE SAY AJOD AGAIN.                                                                	AJOD. PLEASE SAY AJOD AGAIN.                                                                	AJOD. PLEASE SAY AJOD AGAIN.                                                                	Fixed	y	1	instructions_s2.txt	2	1	43	43	slower2x_2_43_1.wav	6.2119	07-May-2018	17:41:11	17:41:17	
slower2x	5	1	s2	dfd  	b_i             	ABEED                                                                                       	ABEED. PLEASE SAY ABEED AGAIN.                                                              	ABEED. PLEASE SAY ABEED AGAIN.                                                              	ABEED. PLEASE SAY ABEED AGAIN.                                                              	Fixed	y	1	instructions_s2.txt	2	1	44	44	slower2x_2_5_1.wav	6.1497	07-May-2018	17:41:17	17:41:23	
slower2x	8	1	s2	dfd  	b_u             	ABUDE                                                                                       	ABUDE. PLEASE SAY ABUDE AGAIN.                                                              	ABUDE. PLEASE SAY ABUDE AGAIN.                                                              	ABUDE. PLEASE SAY ABUDE AGAIN.                                                              	Fixed	y	1	instructions_s2.txt	2	1	45	45	slower2x_2_8_1.wav	5.4368	07-May-2018	17:41:24	17:41:29	
slower2x	25	1	s2	dfd  	s_i             	ASEED                                                                                       	ASEED. PLEASE SAY ASEED AGAIN.                                                              	ASEED. PLEASE SAY ASEED AGAIN.                                                              	ASEED. PLEASE SAY ASEED AGAIN.                                                              	Fixed	y	1	instructions_s2.txt	2	1	46	46	slower2x_2_25_1.wav	5.9035	07-May-2018	17:41:29	17:41:35	
slower2x	49	1	s2	dfd  	w_a             	AWOD                                                                                        	AWOD. PLEASE SAY AWOD AGAIN.                                                                	AWOD. PLEASE SAY AWOD AGAIN.                                                                	AWOD. PLEASE SAY AWOD AGAIN.                                                                	Fixed	y	1	instructions_s2.txt	2	1	47	47	slower2x_2_49_1.wav	5.6824	07-May-2018	17:41:36	17:41:42	
slower2x	16	1	s2	dfd  	d_u             	ADUDE                                                                                       	ADUDE. PLEASE SAY ADUDE AGAIN.                                                              	ADUDE. PLEASE SAY ADUDE AGAIN.                                                              	ADUDE. PLEASE SAY ADUDE AGAIN.                                                              	Fixed	y	1	instructions_s2.txt	2	1	48	48	slower2x_2_16_1.wav	5.9523	07-May-2018	17:41:42	17:41:48	
slower2x	17	1	s2	dfd  	k_i             	AKEED                                                                                       	AKEED. PLEASE SAY AKEED AGAIN.                                                              	AKEED. PLEASE SAY AKEED AGAIN.                                                              	AKEED. PLEASE SAY AKEED AGAIN.                                                              	Fixed	y	1	instructions_s2.txt	2	1	49	49	slower2x_2_17_1.wav	6.2023	07-May-2018	17:41:48	17:41:55	
slower2x	11	1	s2	dfd  	t_a             	ATOD                                                                                        	ATOD. PLEASE SAY ATOD AGAIN.                                                                	ATOD. PLEASE SAY ATOD AGAIN.                                                                	ATOD. PLEASE SAY ATOD AGAIN.                                                                	Fixed	y	1	instructions_s2.txt	2	1	50	50	slower2x_2_11_1.wav	5.5243	07-May-2018	17:41:55	17:42:00	
slower2x	48	1	s2	dfd  	j_a             	AYOD                                                                                        	AYOD. PLEASE SAY AYOD AGAIN.                                                                	AYOD. PLEASE SAY AYOD AGAIN.                                                                	AYOD. PLEASE SAY AYOD AGAIN.                                                                	Fixed	y	1	instructions_s2.txt	2	1	51	51	slower2x_2_48_1.wav	5.4399	07-May-2018	17:42:01	17:42:06	
slower2x	26	1	s2	dfd  	s_ae            	ASAD                                                                                        	ASAD. PLEASE SAY ASAD AGAIN.                                                                	ASAD. PLEASE SAY ASAD AGAIN.                                                                	ASAD. PLEASE SAY ASAD AGAIN.                                                                	Fixed	y	1	instructions_s2.txt	2	1	52	52	slower2x_2_26_1.wav	5.8674	07-May-2018	17:42:07	17:42:13	
slower2x	24	1	s2	dfd  	g_u             	AGUDE                                                                                       	AGUDE. PLEASE SAY AGUDE AGAIN.                                                              	AGUDE. PLEASE SAY AGUDE AGAIN.                                                              	AGUDE. PLEASE SAY AGUDE AGAIN.                                                              	Fixed	y	1	instructions_s2.txt	2	1	53	53	slower2x_2_24_1.wav	5.5661	07-May-2018	17:42:13	17:42:19	
slower2x	44	1	s2	dfd  	m_a             	AMOD                                                                                        	AMOD. PLEASE SAY AMOD AGAIN.                                                                	AMOD. PLEASE SAY AMOD AGAIN.                                                                	AMOD. PLEASE SAY AMOD AGAIN.                                                                	Fixed	y	1	instructions_s2.txt	2	1	54	54	slower2x_2_44_1.wav	5.5267	07-May-2018	17:42:19	17:42:24	
slower2x	41	1	s2	dfd  	h_a             	AHOD                                                                                        	AHOD. PLEASE SAY AHOD AGAIN.                                                                	AHOD. PLEASE SAY AHOD AGAIN.                                                                	AHOD. PLEASE SAY AHOD AGAIN.                                                                	Fixed	y	1	instructions_s2.txt	2	1	55	55	slower2x_2_41_1.wav	5.8074	07-May-2018	17:42:25	17:42:30	
slower2x	21	1	s2	dfd  	g_i             	AGEED                                                                                       	AGEED. PLEASE SAY AGEED AGAIN.                                                              	AGEED. PLEASE SAY AGEED AGAIN.                                                              	AGEED. PLEASE SAY AGEED AGAIN.                                                              	Fixed	y	1	instructions_s2.txt	2	1	56	56	slower2x_2_21_1.wav	6.0552	07-May-2018	17:42:31	17:42:37	
slower2x	60	1	s2	pic  	pic             	Please say 3 sentences about this picture: FARM                                             	Please say 3 sentences about this picture: FARM                                             	Please say 3 sentences about this picture: FARM                                             	Please say 3 sentences about this picture: FARM                                             	Fixed	y	1	instructions_s2.txt	2	1	57	57	slower2x_2_60_1.wav	79.1339	07-May-2018	17:42:37	17:43:56	
slower2x	61	1	s2	pic  	pic             	Please say 3 sentences about this picture: BEACH                                            	Please say 3 sentences about this picture: BEACH                                            	Please say 3 sentences about this picture: BEACH                                            	Please say 3 sentences about this picture: BEACH                                            	Fixed	y	1	instructions_s2.txt	2	1	58	58	slower2x_2_61_1.wav	71.3061	07-May-2018	17:43:57	17:45:08	
slower2x	53	1	s2	sit  	5 word sentence 	SIT SENTENCE1: 5 words                                                                      	5A. It was a great meeting.                                                                 	SIT SENTENCE1: 5 words                                                                      	SIT SENTENCE1: 5 words                                                                      	Fixed	y	1	instructions_s2.txt	2	1	59	59	slower2x_2_53_1.wav	8.58	07-May-2018	17:45:08	17:45:17	
slower2x	54	1	s2	sit  	7 word sentence 	SIT SENTENCE2: 7 words                                                                      	7A. I just try to do my best.                                                               	SIT SENTENCE2: 7 words                                                                      	SIT SENTENCE2: 7 words                                                                      	Fixed	y	1	instructions_s2.txt	2	1	60	60	slower2x_2_54_1.wav	8.5192	07-May-2018	17:45:17	17:45:26	
slower2x	55	1	s2	sit  	9 word sentence 	SIT SENTENCE3: 9 words                                                                      	9A. We've got to think ourselves out of this situation.                                     	SIT SENTENCE3: 9 words                                                                      	SIT SENTENCE3: 9 words                                                                      	Fixed	y	1	instructions_s2.txt	2	1	61	61	slower2x_2_55_1.wav	12.4294	07-May-2018	17:45:26	17:45:39	
slower2x	59	1	s2	pic  	pic             	Please say 3 sentences about this picture: STREET                                           	Please say 3 sentences about this picture: STREET                                           	Please say 3 sentences about this picture: STREET                                           	Please say 3 sentences about this picture: STREET                                           	Fixed	y	1	instructions_s2.txt	2	1	62	62	slower2x_2_59_1.wav	51.6469	07-May-2018	17:45:39	17:46:31	
slower2x	63	1	s2	con  	monologue       	Conversation: Now turn to the examiner and say a few sentences about the topic she provides.	Conversation: Now turn to the examiner and say a few sentences about the topic she provides.	Conversation: Now turn to the examiner and say a few sentences about the topic she provides.	Conversation: Now turn to the examiner and say a few sentences about the topic she provides.	Fixed	y	1	instructions_s2.txt	2	1	63	63	slower2x_2_63_1.wav	55.6006	07-May-2018	17:46:33	17:47:28	
slower3x	50	1	s3	dfd  	h_i             	AHEED                                                                                       	AHEED. PLEASE SAY AHEED AGAIN.                                                              	AHEED. PLEASE SAY AHEED AGAIN.                                                              	AHEED. PLEASE SAY AHEED AGAIN.                                                              	Fixed	y	2	instructions_s3.txt	2	1	1	1	slower3x_2_50_1.wav	26.9927	07-May-2018	17:48:09	17:48:36	
slower3x	19	1	s3	dfd  	k_a             	AKOD                                                                                        	AKOD. PLEASE SAY AKOD AGAIN.                                                                	AKOD. PLEASE SAY AKOD AGAIN.                                                                	AKOD. PLEASE SAY AKOD AGAIN.                                                                	Fixed	y	2	instructions_s3.txt	2	1	2	2	slower3x_2_19_1.wav	8.6986	07-May-2018	17:48:36	17:48:45	
slower3x	41	1	s3	dfd  	h_a             	AHOD                                                                                        	AHOD. PLEASE SAY AHOD AGAIN.                                                                	AHOD. PLEASE SAY AHOD AGAIN.                                                                	AHOD. PLEASE SAY AHOD AGAIN.                                                                	Fixed	y	2	instructions_s3.txt	2	1	3	3	slower3x_2_41_1.wav	9.0547	07-May-2018	17:48:45	17:48:54	
slower3x	29	1	s3	dfd  	sh_i            	ASHEED                                                                                      	ASHEED. PLEASE SAY ASHEED AGAIN.                                                            	ASHEED. PLEASE SAY ASHEED AGAIN.                                                            	ASHEED. PLEASE SAY ASHEED AGAIN.                                                            	Fixed	y	2	instructions_s3.txt	2	1	4	4	slower3x_2_29_1.wav	8.7576	07-May-2018	17:48:55	17:49:04	
slower3x	21	1	s3	dfd  	g_i             	AGEED                                                                                       	AGEED. PLEASE SAY AGEED AGAIN.                                                              	AGEED. PLEASE SAY AGEED AGAIN.                                                              	AGEED. PLEASE SAY AGEED AGAIN.                                                              	Fixed	y	2	instructions_s3.txt	2	1	5	5	slower3x_2_21_1.wav	8.5191	07-May-2018	17:49:04	17:49:13	
slower3x	45	1	s3	dfd  	n_a             	ANOD                                                                                        	ANOD. PLEASE SAY ANOD AGAIN.                                                                	ANOD. PLEASE SAY ANOD AGAIN.                                                                	ANOD. PLEASE SAY ANOD AGAIN.                                                                	Fixed	y	2	instructions_s3.txt	2	1	6	6	slower3x_2_45_1.wav	8.5313	07-May-2018	17:49:13	17:49:21	
slower3x	37	1	s3	dfd  	f_a             	AFOD                                                                                        	AFOD. PLEASE SAY AFOD AGAIN.                                                                	AFOD. PLEASE SAY AFOD AGAIN.                                                                	AFOD. PLEASE SAY AFOD AGAIN.                                                                	Fixed	y	2	instructions_s3.txt	2	1	7	7	slower3x_2_37_1.wav	7.9051	07-May-2018	17:49:22	17:49:30	
slower3x	28	1	s3	dfd  	s_u             	ASUDE                                                                                       	ASUDE. PLEASE SAY ASUDE AGAIN.                                                              	ASUDE. PLEASE SAY ASUDE AGAIN.                                                              	ASUDE. PLEASE SAY ASUDE AGAIN.                                                              	Fixed	y	2	instructions_s3.txt	2	1	8	8	slower3x_2_28_1.wav	10.2255	07-May-2018	17:49:30	17:49:40	
slower3x	6	1	s3	dfd  	b_ae            	ABAD                                                                                        	ABAD. PLEASE SAY ABAD AGAIN.                                                                	ABAD. PLEASE SAY ABAD AGAIN.                                                                	ABAD. PLEASE SAY ABAD AGAIN.                                                                	Fixed	y	2	instructions_s3.txt	2	1	9	9	slower3x_2_6_1.wav	8.3176	07-May-2018	17:49:41	17:49:49	
slower3x	25	1	s3	dfd  	s_i             	ASEED                                                                                       	ASEED. PLEASE SAY ASEED AGAIN.                                                              	ASEED. PLEASE SAY ASEED AGAIN.                                                              	ASEED. PLEASE SAY ASEED AGAIN.                                                              	Fixed	y	2	instructions_s3.txt	2	1	10	10	slower3x_2_25_1.wav	7.7151	07-May-2018	17:49:49	17:49:57	
slower3x	15	1	s3	dfd  	d_a             	ADOD                                                                                        	ADOD. PLEASE SAY ADOD AGAIN.                                                                	ADOD. PLEASE SAY ADOD AGAIN.                                                                	ADOD. PLEASE SAY ADOD AGAIN.                                                                	Fixed	y	2	instructions_s3.txt	2	1	11	11	slower3x_2_15_1.wav	7.9671	07-May-2018	17:49:57	17:50:05	
slower3x	9	1	s3	dfd  	t_i             	ATEED                                                                                       	ATEED. PLEASE SAY ATEED AGAIN.                                                              	ATEED. PLEASE SAY ATEED AGAIN.                                                              	ATEED. PLEASE SAY ATEED AGAIN.                                                              	Fixed	y	2	instructions_s3.txt	2	1	12	12	slower3x_2_9_1.wav	8.4391	07-May-2018	17:50:06	17:50:14	
